imdbID,imdbDirectorID,DirectorName
tt0308411,nm1139726,Neil Burger
tt0069089,nm0000691,John Waters
tt2150209,nm1463981,Cagan Irmak
tt0349710,nm0751221,Jay Russell
tt0338133,nm1269479,Mark Milgard
tt0090563,nm0000894,Jean-Jacques Beineix
tt0896872,nm2326979,Larysa Kondracki
tt0115736,nm0905154,Lana Wachowski
tt0115736,nm0905152,Lilly Wachowski
tt0062695,nm0000076,François Truffaut
tt10621032,nm0945724,Takashi Yamazaki
tt1700808,nm3834604,Regan Hall
tt0843302,nm0475905,Kiyoshi Kurosawa
tt0117631,nm0382956,Scott Hicks
tt0045631,nm0041678,John H. Auer
tt2146960,nm1475260,Balaji Sakthivel
tt7523010,nm3250747,Anjali Menon
tt0477139,nm1058247,Goran Dukic
tt2078768,nm0159039,Felix Chong
tt2078768,nm0538320,Alan Mak
tt0918927,nm0788234,John Patrick Shanley
tt0211718,nm0309697,Tony Gatlif
tt5592796,nm0358327,Nick Hamm
tt0087144,nm0218252,Richard Dembo
tt0044982,nm0654868,Yasujirô Ozu
tt3780500,nm1314116,Saul Dibb
tt1048147,nm0152953,Lyne Charlebois
tt0960790,nm0001709,Til Schweiger
tt2414046,nm2404755,Claudia Sainte-Luce
tt0275089,nm0259499,Metin Erksan
tt1130980,nm0948719,Jonathan Gershfield
tt9116358,nm0408043,Hiroyuki Imaishi
tt0027796,nm0596410,Gustaf Molander
tt0069383,nm0495749,Raymond Leblanc
tt0087313,nm0001486,Sidney Lumet
tt1843849,nm3213992,Abdolreza Kahani
tt0875113,nm0468007,Jan Kounen
tt9052870,nm4318159,Nitesh Tiwari
tt0092890,nm0001915,Emile Ardolino
tt5436168,nm3452383,Ranjith Sankar
tt0046719,nm0000736,Robert Aldrich
tt0363095,nm0801055,John Simpson
tt0114212,nm0057003,Fábio Barreto
tt1227189,nm2332369,Valeriya Gay Germanika
tt0085862,nm0142587,Steve Carver
tt2185022,nm0862504,Fen Tian
tt0870122,nm1909266,Darren Grodsky
tt0870122,nm1676581,Danny Jacobs
tt0276613,nm0512327,Michael Lindsay-Hogg
tt0809425,nm0346360,José Luis Guerín
tt0301634,nm1098726,Milorad Milinkovic
tt3920820,nm0001723,Tom Shadyac
tt0048272,nm0000005,Ingmar Bergman
tt0122111,nm0689983,Jindrich Polák
tt0093104,nm0851752,Paolo Taviani
tt0093104,nm0851754,Vittorio Taviani
tt6467380,nm7393769,Honeypreet Insan
tt6467380,nm6832369,Gurmeet Ram Rahim Singh
tt0120514,nm0317981,Brian Gilbert
tt0335351,nm0002218,Claude Miller
tt4150494,nm3281319,Magnus von Horn
tt2018086,nm0241622,Bruno Dumont
tt4986134,nm0834960,Danny Strong
tt0424287,nm0051396,George Bamber
tt0070358,nm0760072,Salvatore Samperi
tt1216520,nm1212903,Benedek Fliegauf
tt0375571,nm0711745,Mani Ratnam
tt0812377,nm0740963,Jaime Rosales
tt0066579,nm0001692,Ken Russell
tt0923600,nm0243231,Jay Duplass
tt0923600,nm0243233,Mark Duplass
tt0103035,nm0002137,Arthur Hiller
tt0080180,nm0382779,Douglas Hickox
tt0080354,nm0853546,Lewis Teague
tt0095800,nm0000269,Jean-Jacques Annaud
tt0331175,nm0055307,Tom Barman
tt0110455,nm0471461,Suri Krishnamma
tt1951133,nm2830283,Kevin McManus
tt1951133,nm2830317,Matthew McManus
tt4262174,nm2596636,Kerem Sanga
tt1596350,nm0629334,McG
tt4418168,nm5394260,Mostafa Kiayee
tt0301429,nm1048540,Tae-gyun Kim
tt0342520,nm0503386,Perttu Leppä
tt0104507,nm0912224,Régis Wargnier
tt8696440,nm1597572,Guillaume Giovanetti
tt8696440,nm1577474,Çagla Zencirci
tt5851904,nm1348707,Patrick Imbert
tt5851904,nm2883649,Benjamin Renner
tt0048820,nm0003226,Kenji Mizoguchi
tt0057091,nm0899581,Luchino Visconti
tt0085361,nm0220828,Manmohan Desai
tt0085361,nm0707274,Prayag Raj
tt2852376,nm1661334,Amat Escalante
tt5194446,nm0284465,Jaana Fomin
tt5194446,nm0540297,Ulf Malmros
tt0120794,nm0152312,Brenda Chapman
tt0120794,nm9054338,Steve Hickner
tt0120794,nm0920425,Simon Wells
tt0144201,nm0496312,Patrice Leconte
tt1514446,nm3618781,Mostofa Sarwar Farooki
tt1648201,nm0689187,Michael Polish
tt0054331,nm0000040,Stanley Kubrick
tt0040946,nm0524995,Edward Ludwig
tt1489167,nm1296554,Ben Wheatley
tt5947416,nm0403297,Jin-ho Hur
tt2112210,nm0308498,Sean Garrity
tt0104057,nm0201969,Julie Dash
tt0070022,nm0345899,James William Guercio
tt0075082,nm0006734,Alain Corneau
tt0215681,nm0772691,Hans-Christian Schmid
tt8307082,nm1283911,Camille Vidal-Naquet
tt5061360,nm0053613,Eric Barbier
tt1441956,nm0214320,Andy De Emmony
tt10208198,nm8694244,Won-Tae Lee
tt6306400,nm0144812,Sergio Castellitto
tt0473753,nm0000108,Luc Besson
tt6483364,nm1540404,Max Minghella
tt0092800,nm0742940,Francesco Rosi
tt0092240,nm0555549,Mike Marvin
tt1368068,nm1754484,Murat Saraçoglu
tt2334896,nm4798740,Matt Johnson
tt0054033,nm0000339,Roger Corman
tt0997057,nm0493441,Richard Laxton
tt0180782,nm0757157,Alekos Sakellarios
tt0808276,nm1012385,Roar Uthaug
tt0081349,nm0617762,Gyula Mészáros
tt0081349,nm0119725,István Bujtor
tt0415481,nm0111588,Konstantin Bronzit
tt0367082,nm0005759,Lajos Koltai
tt7534102,nm0951456,Zabou Breitman
tt7534102,nm4922287,Eléa Gobbé-Mévellec
tt1067920,nm1829961,Kenji Kodama
tt1067920,nm0945506,Yasuichirô Yamamoto
tt1606389,nm1302591,Michael Sucsy
tt0052655,nm0000339,Roger Corman
tt0300140,nm0600546,Lukas Moodysson
tt0217019,nm0415245,Benoît Jacquot
tt1661275,nm0771054,Lone Scherfig
tt6129302,nm0003939,Vikramaditya Motwane
tt0332375,nm0200380,Brian Dannelly
tt4481066,nm0067101,Keith Behrman
tt0117073,nm0088397,Bertrand Blier
tt10230414,nm0592803,Sudhir Mishra
tt10230414,nm1236191,Sachin Krishn
tt3149038,nm2051728,Morgan Matthews
tt1220888,nm0893473,Malcolm Venville
tt0022599,nm0163229,René Clair
tt0338096,nm0272704,Guy Ferland
tt2602664,nm1272325,Martin Le Gall
tt2253742,nm1936347,Dong-won Kim
tt1726669,nm0001243,William Friedkin
tt0098253,nm0423524,Alejandro Jodorowsky
tt1638353,nm1680298,Atiq Rahimi
tt1621426,nm0681852,Robbie Pickering
tt2401715,nm0741262,Bernard Rose
tt1673734,nm2809465,Trevor White
tt2102465,nm1103121,Alexander Eik
tt2241351,nm0000149,Jodie Foster
tt0043117,nm0000406,John Ford
tt6690004,nm1662707,Thomas Lilti
tt0061204,nm0285302,Bryan Forbes
tt0312549,nm0001708,Joel Schumacher
tt0044863,nm0903049,Josef von Sternberg
tt0044863,nm0002072,Mel Ferrer
tt0044863,nm0712947,Nicholas Ray
tt0113725,nm0466153,Hirokazu Koreeda
tt0396190,nm0000806,Bille August
tt0829193,nm0000626,John Sayles
tt0095276,nm0843640,István Szabó
tt7056732,nm8460699,Joo-hwan Kim
tt0105185,nm0664582,Wladyslaw Pasikowski
tt0017463,nm0000406,John Ford
tt0065106,nm0490052,Eddie Lateste
tt7937168,nm1534594,Aitor Arregi
tt7937168,nm1531686,Jon Garaño
tt7937168,nm1305002,Jose Mari Goenaga
tt0180073,nm0442241,Philip Kaufman
tt0090101,nm0661345,Neri Parenti
tt0387898,nm0359734,Michael Haneke
tt0441007,nm0346550,Davis Guggenheim
tt0271857,nm0359880,Cochin Hanifa
tt1621642,nm1587451,Adisorn Trisirikasem
tt1286809,nm0510233,Jean-Paul Lilienfeld
tt3567194,nm0826541,Kriv Stenders
tt0246772,nm0626686,Sandra Nettelbeck
tt6209470,nm1802263,Hamid Nematollah
tt0023871,nm0183018,José Cottinelli Telmo
tt0077373,nm0490444,Alberto Lattuada
tt2315200,nm0302916,Guillaume Gallienne
tt0349333,nm1210614,Prawaal Raman
tt0275719,nm0000500,Richard Linklater
tt1527186,nm0001885,Lars von Trier
tt0114996,nm0311508,Jeffrey Lau
tt1657512,nm0471622,Stian Kristiansen
tt1174732,nm0771054,Lone Scherfig
tt0210584,nm0675032,Dein Perry
tt4417510,nm3141804,Thirumala Kishore
tt0439630,nm0490487,Andrew Lau
tt0439630,nm0538320,Alan Mak
tt0439630,nm1442561,Ralph Rieckermann
tt0220157,nm0909735,Kieron J. Walsh
tt0090223,nm0005570,Bud Yorkin
tt0361037,nm1352172,V.V. Vinayak
tt0109327,nm0283500,John Flynn
tt0262455,nm0710563,Kamalakara Kameshwara Rao
tt0078467,nm0001031,Claude Chabrol
tt0154683,nm0619966,Nobuo Nakagawa
tt7427856,nm1308450,Spencer Maybee
tt0060903,nm0856319,Duccio Tessari
tt0082118,nm0562699,Tony Maylam
tt3766394,nm0795290,Michael Showalter
tt1517225,nm0954099,Dejan Zecevic
tt0067176,nm0765856,Peter Sasdy
tt0015002,nm0628345,Fred C. Newmeyer
tt0015002,nm0853130,Sam Taylor
tt1220214,nm0726000,Philip Ridley
tt0096028,nm0619762,Mira Nair
tt0028333,nm0828419,George Stevens
tt3117504,nm0037074,Attila C. Arpa
tt1327773,nm0200005,Lee Daniels
tt0107983,nm0575389,Peter Medak
tt0407617,nm0200500,Pepe Danquart
tt8001346,nm1594248,Alexandre Astier
tt8001346,nm3088151,Louis Clichy
tt1038043,nm0600546,Lukas Moodysson
tt0095963,nm0001353,Walter Hill
tt1165253,nm1104118,Kim Ki-duk
tt0452643,nm0450194,Alek Keshishian
tt9850370,nm9921790,Sabina Fedeli
tt9850370,nm10509355,Anna Migotto
tt1911644,nm0026442,Brad Anderson
tt0483756,nm0589168,Randall Miller
tt2517044,nm4870080,Richard Ramsey
tt1393020,nm1475971,Mat Whitecross
tt0856791,nm0243659,Nihat Durak
tt0329106,nm0094280,Winfried Bonengel
tt10556022,nm2079484,Rachel Lee Goldenberg
tt0090952,nm0007139,Hark Tsui
tt0082088,nm0767022,Carlos Saura
tt0843850,nm0510912,Justin Lin
tt1291125,nm1789897,Arvin Chen
tt0278501,nm0482309,Lal
tt0278501,nm0796504,Siddique
tt1666800,nm0323219,Cellin Gluck
tt1666800,nm0386312,Hideyuki Hirayama
tt3204144,nm3619993,Thomas Cailley
tt0790770,nm0000332,Don Cheadle
tt0215031,nm0269778,Fazil
tt0012349,nm0000122,Charles Chaplin
tt2318625,nm3199492,Michael Mayer
tt5460068,nm3798740,Neil Triffett
tt11191124,nm0850733,Genndy Tartakovsky
tt0113269,nm0318150,Lewis Gilbert
tt2797106,nm0051907,Pang Eun-jin
tt0316187,nm0278979,Jenna Fischer
tt6679412,nm0602370,Antonio Morabito
tt0037674,nm0138893,Marcel Carné
tt0144286,nm0579580,Chris Menges
tt7205208,nm2735954,Vivian Qu
tt7968456,nm5455707,Naganna
tt0059346,nm0393094,Ishirô Honda
tt0114287,nm0001994,Michael Caton-Jones
tt0074539,nm0678963,Peyo
tt0462590,nm0281945,Anne Fletcher
tt2218003,nm1259871,John Crowley
tt0068424,nm0005711,Freddie Francis
tt1013753,nm0001814,Gus Van Sant
tt2196017,nm0027733,Kjell-Åke Andersson
tt0492481,nm0535940,Maria Maggenti
tt0023238,nm0681635,Irving Pichel
tt0023238,nm0774325,Ernest B. Schoedsack
tt0269217,nm0765685,Wisit Sasanatieng
tt0112819,nm0400436,Albert Hughes
tt0112819,nm0400441,Allen Hughes
tt2937696,nm0000500,Richard Linklater
tt6830780,nm8953987,Joon-Sung Kim
tt0211653,nm0434152,Roman Kachanov
tt6471054,nm1941973,Devashish Makhija
tt0032484,nm0000033,Alfred Hitchcock
tt10204366,nm0099398,Nicolas Boukhrief
tt0050873,nm0346436,Val Guest
tt0298350,nm0901404,Nikolay Volev
tt7538958,nm3174584,Armando Bo
tt1235827,nm0184362,Gustavo Cova
tt0109445,nm0003620,Kevin Smith
tt0263071,nm0251027,Ertem Egilmez
tt6523720,nm0026174,John Andreas Andersen
tt0425637,nm0000247,John Woo
tt1932767,nm0569166,Scott McGehee
tt1932767,nm0796915,David Siegel
tt1239401,nm3030296,Argyris Papadimitropoulos
tt1680679,nm0548686,Karl Markovics
tt0084589,nm0897045,Daniel Vigne
tt9808510,nm8904180,Prajesh Sen
tt0109034,nm0769522,Steven Schachter
tt0119174,nm0000399,David Fincher
tt3090634,nm0361135,Mia Hansen-Løve
tt6772802,nm0000165,Ron Howard
tt3492838,nm1194496,Stevan Filipovic
tt2167266,nm0192845,John Curran
tt5589768,nm0483575,Esmé Lammers
tt0094669,nm0935382,Michael Winner
tt0045917,nm0580017,William Cameron Menzies
tt4057632,nm4595176,Kheiron
tt1529252,nm1286935,Mariano Cohn
tt1529252,nm1287124,Gastón Duprat
tt0293901,nm0523821,Olaf Lubaszenko
tt0134230,nm0879423,Péter Tímár
tt1002567,nm1941507,Pil-sung Yim
tt0068863,nm0000878,Mario Bava
tt0238891,nm0320285,Marco Tullio Giordana
tt1705120,nm3078995,Ilian Djevelekov
tt1187041,nm1668051,John Hindman
tt0073168,nm0398739,Shan Hua
tt0375233,nm0352968,Lucile Hadzihalilovic
tt0073312,nm0000095,Woody Allen
tt0050894,nm0279807,Terence Fisher
tt0062864,nm0564319,Jim McBride
tt0242024,nm0894178,Jan Verheyen
tt1638002,nm0228542,Christian Ditter
tt1142988,nm0525659,Robert Luketic
tt0075066,nm0001175,Blake Edwards
tt0260987,nm0271815,Xiaogang Feng
tt0273870,nm0435050,Shaji Kailas
tt4623812,nm2965065,Er Cheng
tt0178043,nm0112498,Eric Bross
tt0322674,nm0813786,Ben Sombogaart
tt0076085,nm0778633,Ettore Scola
tt0436364,nm0025241,Vicente Amorim
tt0107175,nm0000419,Jean-Luc Godard
tt0063386,nm0050853,Erik Balling
tt0248126,nm0424103,Karan Johar
tt6229252,nm7922386,Mohammad Hossein Mahdavian
tt0138487,nm0463727,Ana Kokkinos
tt0054198,nm0202088,Jules Dassin
tt0053740,nm0521334,Joseph Losey
tt1206543,nm0178376,Scott Cooper
tt1708453,nm0698184,Priyadarshan
tt1296898,nm0005077,James Keach
tt6009140,nm3372724,Reem Kherici
tt0366532,nm0693648,Jean-François Pouliot
tt2543164,nm0898288,Denis Villeneuve
tt1127883,nm0726935,David Riker
tt0070061,nm0921631,Lina Wertmüller
tt0066993,nm0001692,Ken Russell
tt4589186,nm0218022,Benoît Delépine
tt4589186,nm1086956,Gustave Kervern
tt1504489,nm1785613,Darin Beckstead
tt0057622,nm0842582,David Swift
tt0210717,nm0767022,Carlos Saura
tt0424971,nm0283377,Per Fly
tt0839773,nm0821526,Simon Staho
tt1981080,nm0298691,Stephen Fung
tt11357580,nm4296517,Jon Garcia
tt3853452,nm1729121,Eiichirô Hasumi
tt0198837,nm0632152,Anders Nilsson
tt8769032,nm1283069,Cathy Garcia-Molina
tt0112945,nm0065449,Jean Becker
tt0071129,nm0000019,Federico Fellini
tt0064816,nm0220227,Jacques Deray
tt0039896,nm0681635,Irving Pichel
tt1655441,nm1767218,Lee Toland Krieger
tt1087578,nm0466153,Hirokazu Koreeda
tt3860916,nm3262170,Ben Howling
tt3860916,nm3447602,Yolanda Ramke
tt0072991,nm0151653,Cheh Chang
tt3100636,nm1170520,Sophie Hyde
tt0116999,nm0952360,Jerry Zaks
tt1743922,nm1633002,Jim Cliffe
tt11013434,nm0897009,Caroline Vignal
tt1706596,nm1324710,Martin Zandvliet
tt0808185,nm0509633,Jens Lien
tt0010806,nm0000428,D.W. Griffith
tt0120013,nm0610261,Malcolm Mowbray
tt1422811,nm0760754,Cemal San
tt0059578,nm0001466,Sergio Leone
tt6060156,nm1695278,Vicente Villanueva
tt4827986,nm3592235,Ritesh Batra
tt0103130,nm0001325,Hal Hartley
tt3704050,nm0000382,Atom Egoyan
tt4327510,nm2970265,Nick Corporon
tt0103110,nm0006734,Alain Corneau
tt8435268,nm0960495,Bruno Ascenzo
tt8435268,nm4661972,Joanna Lombardi
tt0071203,nm0945412,Eiichi Yamamoto
tt0315983,nm1166926,Vadim Perelman
tt7921248,nm1717949,Corneliu Porumboiu
tt0252189,nm0351410,Serif Gören
tt3614516,nm0438494,Rajat Kapoor
tt1305714,nm2092872,Rob Williams
tt0094293,nm0792446,Gary Sherman
tt0477731,nm0917405,Apichatpong Weerasethakul
tt4944596,nm2507695,Rodrigo Sorogoyen
tt0455326,nm0537410,Matt Maiellaro
tt0455326,nm0932302,Dave Willis
tt10262380,nm1776860,Chris Baugh
tt0057811,nm0336139,Walter Grauman
tt0041968,nm0005738,Byron Haskin
tt2173024,nm1203781,Jeong-woo Park
tt0114272,nm0001355,Michael Hoffman
tt0054269,nm0718554,Karel Reisz
tt0173080,nm0451326,Sohail Khan
tt0248012,nm0006659,Khalid Mohamed
tt0076172,nm0656108,Anthony Page
tt0250371,nm0205199,Mitch Davis
tt11316824,nm3849565,Nawapol Thamrongrattanarit
tt2209266,nm1165751,Marcin Krzysztalowicz
tt1981140,nm1424282,Rowan Athale
tt0287471,nm0467017,Dover Koshashvili
tt0084955,nm0874676,Eric Tsang
tt0273069,nm0305368,Nicole Garcia
tt3858372,nm3021000,Alexandre Heboyan
tt3858372,nm1077663,Benoît Philippon
tt0315459,nm0004790,Scott Caan
tt1613750,nm1461392,Joachim Rønning
tt1613750,nm1650283,Espen Sandberg
tt4729430,nm0655053,Sergio Pablos
tt4729430,nm3582089,Carlos Martínez López
tt0057654,nm0673051,Nelson Pereira dos Santos
tt0102844,nm0007131,Subhash Ghai
tt0375104,nm0380705,Rowdy Herrington
tt0278006,nm0067323,Bahram Beizai
tt4557014,nm7222219,G. Prajith
tt0478134,nm0353673,Paul Haggis
tt1198196,nm0284454,Oleg Fomin
tt0093502,nm0411631,Jûzô Itami
tt0347149,nm0594503,Hayao Miyazaki
tt0377575,nm1434372,Johny Antony
tt0086244,nm0297935,Kinji Fukasaku
tt0095262,nm0866707,Yoshiyuki Tomino
tt3698454,nm0223606,Tigmanshu Dhulia
tt6793470,nm5394449,Ahmed Khaled
tt0047376,nm0663577,Robert Parrish
tt0048140,nm0000581,Joseph L. Mankiewicz
tt9585676,nm6461537,John Swab
tt1172991,nm0920274,John Wells
tt4819560,nm0227625,Sheng Ding
tt8155288,nm0484907,Christopher Landon
tt0420740,nm0466349,Baltasar Kormákur
tt0425162,nm1720336,Blessy
tt0081070,nm0533334,John Mackenzie
tt0353969,nm0094435,Bong Joon Ho
tt0056923,nm0002045,Stanley Donen
tt0050598,nm0000122,Charles Chaplin
tt0044000,nm0000019,Federico Fellini
tt1447791,nm3125415,Kimo Stamboel
tt1447791,nm3464186,Timo Tjahjanto
tt0865297,nm1171959,Elissa Down
tt9586294,nm1229124,Derek Tsang
tt1327820,nm1645978,Nicolo Donato
tt9231040,nm0716980,Kelly Reichardt
tt5425264,nm7892898,Yi Ge
tt5425264,nm5672919,Yuefeng Song
tt1645155,nm0836715,Philipp Stölzl
tt0892255,nm0001752,Steven Soderbergh
tt0422015,nm0002020,Costa-Gavras
tt0036341,nm0733476,Mark Robson
tt0067224,nm0575546,Don Medford
tt0061196,nm0791899,Larisa Shepitko
tt1237838,nm2254920,Dan Eckman
tt2948840,nm0179221,Anton Corbijn
tt0046521,nm0000019,Federico Fellini
tt5851692,nm0463649,Nikola Kojo
tt0111579,nm0586482,Nikita Mikhalkov
tt0284491,nm0246503,Agustín Díaz Yanes
tt3042926,nm1894520,Trivikram Srinivas
tt0164181,nm0462895,David Koepp
tt0087578,nm0005033,Sammo Kam-Bo Hung
tt0263283,nm0814734,Türkan Soray
tt0488177,nm8274517,Yun-su Jeon
tt0182503,nm0762517,Hulki Saner
tt3314376,nm0740963,Jaime Rosales
tt1756384,nm1439333,Péter Bergendy
tt0079833,nm0594503,Hayao Miyazaki
tt0377569,nm0069166,Marco Bellocchio
tt3062880,nm0253813,Ronit Elkabetz
tt3062880,nm1729095,Shlomi Elkabetz
tt0065032,nm0612322,Robert Mulligan
tt0063759,nm0000005,Ingmar Bergman
tt0026097,nm0001328,Howard Hawks
tt0026097,nm0943758,William Wyler
tt4115752,nm3797575,Srijit Mukherji
tt0058580,nm0703689,Richard Quine
tt1429313,nm3008980,Debs Paterson
tt6826438,nm0788855,Abhishek Sharma
tt0263404,nm0947998,Atif Yilmaz
tt0142240,nm0632788,Daisuke Nishio
tt0347779,nm1363374,Chandra Prakash Dwivedi
tt0249795,nm0714762,Kadiri Venkata Reddy
tt2852406,nm0009463,Hany Abu-Assad
tt3744264,nm2587908,Jonathan Lim
tt0065720,nm0521334,Joseph Losey
tt3859076,nm0888743,James Vanderbilt
tt0101991,nm0000041,Akira Kurosawa
tt0758766,nm0492909,Marc Lawrence
tt0480163,nm0266138,Feliks Falk
tt0112446,nm0939147,Jing Wong
tt0112446,nm0948145,Wai-Man Yip
tt5082670,nm1459601,Nadirsha
tt0064893,nm0183307,Jack Couffer
tt1821607,nm2350892,Siva
tt0095403,nm0000329,Jackie Chan
tt0086969,nm0000570,Alan Parker
tt0097443,nm0371059,Jamie Uys
tt0313792,nm0000095,Woody Allen
tt0488834,nm0251027,Ertem Egilmez
tt0499556,nm0041161,Philip G. Atwell
tt0118863,nm0229694,David Dobkin
tt0194368,nm0530579,Pontus Löwenhielm
tt0194368,nm1969399,Patrick von Krusenstjerna
tt7938336,nm4148549,Soori
tt7485048,nm2134474,Vikas Bahl
tt0870090,nm0603758,Paulo Morelli
tt1954843,nm1802554,Armen Evrensel
tt1227524,nm0474398,Nagesh Kukunoor
tt3950078,nm0007139,Hark Tsui
tt0079679,nm0199381,Georgiy Daneliya
tt5827212,nm1732946,Hélène Cattet
tt5827212,nm1729104,Bruno Forzani
tt4738360,nm0310168,Nils Gaup
tt0030944,nm0828419,George Stevens
tt0046828,nm0695937,Otto Preminger
tt2358891,nm0815204,Paolo Sorrentino
tt1710393,nm0686304,Marcelo Piñeyro
tt0082783,nm0001501,Louis Malle
tt0039563,nm0239069,Arthur Duarte
tt1709654,nm1137388,Nathan Morlando
tt5311546,nm0542498,Mahesh Manjrekar
tt0087004,nm0000626,John Sayles
tt4686692,nm0009463,Hany Abu-Assad
tt0476755,nm0309116,Jacek Gasiorowski
tt4505208,nm5627015,Mohamed Hamidi
tt0021739,nm0719756,Jean Renoir
tt1690455,nm0001754,Todd Solondz
tt0044357,nm0695937,Otto Preminger
tt2210509,nm0580727,Khalid Marie
tt0359692,nm0847690,Yôjirô Takita
tt0451176,nm0322144,Richard Glatzer
tt0451176,nm0922903,Wash Westmoreland
tt0082398,nm0322515,John Glen
tt7040874,nm0082450,Paul Feig
tt0351459,nm0023207,José Alvarenga Jr.
tt1599296,nm0028220,Casper Andreas
tt1034306,nm0580982,Agnès Merlet
tt1699195,nm4003702,Ahmed El Gendy
tt0085180,nm0000975,Robert Bresson
tt2404181,nm1392994,Amma Asante
tt0095489,nm0089940,Don Bluth
tt1135968,nm1089736,Toa Fraser
tt7125860,nm1503575,Barry Jenkins
tt0296915,nm0002159,Alejandro Agresti
tt0068346,nm0742940,Francesco Rosi
tt0076044,nm0131995,Joe Camp
tt0435706,nm0663101,Pratibha Parmar
tt0077222,nm0744612,Stanislav Rostotskiy
tt7159382,nm2289322,Sekhar Kammula
tt0465538,nm0006904,Tony Gilroy
tt1105730,nm0578361,Michael Melski
tt12137964,nm3452373,Justin G. Dyck
tt7262882,nm0950759,Woo-Ping Yuen
tt1135084,nm0525141,John Luessenhop
tt0065152,nm0000975,Robert Bresson
tt5324456,nm1856787,Rajesh Pillai
tt1623288,nm2752098,Chris Butler
tt1623288,nm0271402,Sam Fell
tt0260332,nm0581863,Marzieh Makhmalbaf
tt1194664,nm1585511,Natsuki Imai
tt0342167,nm0333804,Todd Graff
tt1280534,nm0850307,Juan Taratuto
tt0119167,nm0359734,Michael Haneke
tt2011311,nm1324710,Martin Zandvliet
tt5870084,nm0070685,Arianne Benedetti
tt2390253,nm0161242,Ji-woo Jung
tt9130508,nm0751577,Anthony Russo
tt9130508,nm0751648,Joe Russo
tt4240654,nm2201450,Alper Mestçi
tt2332707,nm0864775,Johnnie To
tt0113774,nm0710372,Mort Ransen
tt0063005,nm0320833,Jean Girault
tt8108034,nm3201973,Anand Shankar
tt0072820,nm0776317,Michael Schultz
tt3398268,nm9985593,James Simone
tt3398268,nm0948488,Hiromasa Yonebayashi
tt2260850,nm2162223,Sergio Tovar Velarde
tt0924252,nm1167591,Shafi
tt5700648,nm1785660,Yoon-ki Lee
tt0091369,nm0001345,Jim Henson
tt0353261,nm0851073,Tom Tataranowicz
tt0038499,nm0896542,King Vidor
tt0038499,nm0112897,Otto Brower
tt0038499,nm0226189,William Dieterle
tt9056192,nm0094274,Bertrand Bonello
tt5536610,nm0420982,Tamara Jenkins
tt0073722,nm0006916,Michael Ritchie
tt1274296,nm1880390,Matt Thompson
tt5959980,nm4274575,Vetrimaaran
tt0409034,nm0589168,Randall Miller
tt0096913,nm0705675,Robert Radler
tt8456098,nm0948000,Cem Yilmaz
tt0365907,nm0291082,Scott Frank
tt0101529,nm0248420,Nicolás Echevarría
tt0054692,nm0851537,Norman Taurog
tt0466839,nm0002132,Amy Heckerling
tt0226875,nm0411746,Shun'ya Itô
tt0057344,nm0894577,Henri Verneuil
tt0240890,nm0155093,Peter Chelsom
tt0348591,nm1305425,Kyeong-hyeong Kim
tt1111948,nm0002700,Malcolm D. Lee
tt7231194,nm3859342,Lijo Jose Pellissery
tt0043766,nm0521334,Joseph Losey
tt0080040,nm0227187,David Schmoeller
tt1895484,nm0548159,Lily Mariye
tt1365050,nm1560977,Cary Joji Fukunaga
tt5952594,nm0166438,Laure de Clermont-Tonnerre
tt0066412,nm0553941,Sergio Martino
tt0191996,nm0935528,Terry Winsor
tt6015328,nm1712317,Jason Kwan
tt6015328,nm0939147,Jing Wong
tt6015328,nm0151630,Aman Chang
tt1785333,nm1773757,Bedabrata Pain
tt0074156,nm0000118,John Carpenter
tt0099172,nm0815638,Zdravko Sotra
tt6858020,nm0076307,Ludovic Bernard
tt0035753,nm0167241,Henri-Georges Clouzot
tt0443771,nm0497174,Dong-Wook Lee
tt0443771,nm1033761,Tommy Yune
tt3303730,nm0453411,Dae-woo Kim
tt0419515,nm0756406,Yôichi Sai
tt0077292,nm0151653,Cheh Chang
tt0072351,nm0001627,Sidney Poitier
tt0054599,nm0001596,Pier Paolo Pasolini
tt0419766,nm0047049,Lionel Baier
tt6288250,nm3017455,Geremy Jasper
tt0045808,nm0180191,Henry Cornelius
tt0088009,nm0953130,Krzysztof Zanussi
tt0119239,nm0706800,Rajiv Rai
tt0038108,nm0097648,Frank Borzage
tt7356432,nm0243659,Nihat Durak
tt1371155,nm0170719,Nigel Cole
tt0377935,nm0512003,Åke Lindman
tt6399158,nm2019556,Kwang-Hyun Park
tt12677092,nm3525879,Mahesh Narayanan
tt0851515,nm1928500,Hao Ning
tt0110167,nm0000921,Andrew Bergman
tt3567288,nm0796117,M. Night Shyamalan
tt0390808,nm0545356,Olivier Marchal
tt0155124,nm0049335,K. Balachander
tt2935564,nm1473428,Cédric Jimenez
tt2564144,nm5409154,Balaji Tharaneetharan
tt6194984,nm3078995,Ilian Djevelekov
tt0221559,nm0138809,John Carney
tt0264761,nm0379237,Charles Herman-Wurmfeld
tt1226240,nm1597629,Yaron Zilberman
tt1289432,nm0483484,Erik Lamens
tt0114863,nm0000766,Theodoros Angelopoulos
tt0040155,nm0869664,Jacques Tourneur
tt8110640,nm0585344,Jim Mickle
tt6624144,nm0665016,Abner Pastoll
tt0093713,nm0000806,Bille August
tt0353014,nm1340910,Moon-saeng Kim
tt0464636,nm1409123,Young-hoon Park
tt1592292,nm2543774,Emilis Velyvis
